"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.151354436E1,1.067826152E-2,-3.246841431E-1,-1.926903725E-1
1.152354430E1,7.929188013E-2,-5.504684448E-1,-2.226758003E-1
1.153354426E1,5.324035883E-2,-6.387534142E-1,-2.469224930E-1
1.154354430E1,5.718323588E-2,-6.376814842E-1,-2.482976913E-1
1.155354430E1,-2.126978040E-1,-7.602787018E-2,-1.807703972E-1
1.156354426E1,-2.299588919E-1,2.699022293E-1,-8.180952072E-2
1.157354430E1,2.687591314E-2,2.343788147E-1,5.652666092E-2
1.158354433E1,2.509045601E-2,2.343521118E-1,5.647659302E-2
1.159354433E1,1.793483496E-1,-3.306293488E-1,1.998686790E-1
1.160354429E1,5.844494700E-2,-2.348942757E-1,5.609416962E-2
1.161354433E1,-1.292881370E-2,1.383256912E-1,-1.399173737E-1
1.162354369E1,-1.268079877E-2,1.381282806E-1,-1.396183968E-1
1.163354296E1,1.368703991E-1,2.881050110E-1,-1.201367378E-1
1.164354226E1,2.458876371E-1,1.897344589E-1,-1.047945023E-2
1.165354162E1,2.271321714E-1,2.454757690E-3,3.962516785E-3
1.166354072E1,7.839009166E-2,1.017074585E-1,3.146648407E-2
1.167354072E1,1.309534907E-2,1.735477448E-1,5.320644379E-2
1.168354003E1,7.097552717E-2,1.317977905E-1,7.629394531E-2
1.169354002E1,6.010274589E-2,1.279163361E-2,4.024124146E-2
1.170353939E1,5.315048993E-2,1.097011566E-2,4.252004623E-2
1.171353939E1,-7.401219010E-2,3.636970520E-1,-1.901454926E-1
1.172353942E1,8.439421654E-2,4.565944672E-1,-1.538653374E-1
1.173353909E1,3.321580291E-1,3.567314148E-1,1.441102028E-1
1.174353886E1,3.758565784E-1,3.398799896E-2,3.719997406E-1
1.175353889E1,1.047708988E-1,-1.293201447E-1,3.897056580E-1
1.176353882E1,-2.902136743E-1,8.542060852E-2,3.026785851E-1
1.177353882E1,-5.235400796E-1,5.789976120E-1,2.440333366E-1
1.178353886E1,-5.165683031E-1,5.802173615E-1,2.426099777E-1
1.179353882E1,-1.422502995E-1,9.347915649E-1,4.411525726E-1
1.180353879E1,1.205827892E-1,6.638669968E-1,4.943518639E-1
1.181353879E1,3.824476898E-1,9.054279327E-2,4.551682472E-1
1.182353845E1,3.831079602E-1,8.941841125E-2,4.568271637E-1
1.183353849E1,7.012397051E-3,-1.315131187E-1,2.615728378E-1
1.184353845E1,-1.144314706E-1,3.806409836E-1,3.147001266E-1
1.185353848E1,1.939776540E-2,6.942567825E-1,4.608988762E-1
1.186353852E1,2.025505900E-2,6.939945221E-1,4.613113403E-1
1.187353848E1,4.826998711E-2,2.234439850E-1,1.424398422E-1
1.188353845E1,-6.206580997E-2,2.888298035E-2,-1.593999863E-1
1.189353845E1,-1.004348993E-1,-1.671161652E-1,-3.560700417E-1
1.190353848E1,-9.484988451E-2,-1.714982986E-1,-3.493981361E-1
1.191353842E1,1.064296514E-1,-1.629834175E-1,-3.897352219E-1
1.192353905E1,1.062759906E-1,-1.658406258E-1,-3.855805397E-1
1.193353975E1,1.847561300E-1,1.973152161E-3,-3.514609337E-1
1.194354042E1,1.594418734E-1,-1.124358177E-1,-2.292041779E-1
1.195354105E1,1.368883103E-1,-2.042460442E-1,-1.204442978E-1
1.196354191E1,1.340770572E-1,-2.039475441E-1,-1.210279465E-1
1.197354198E1,4.654312134E-2,-2.867670059E-1,-7.463598251E-2
1.198354268E1,4.737111926E-2,-2.853746414E-1,-7.662725449E-2
1.199354265E1,-2.824883461E-1,-3.875112534E-1,-1.518788338E-1
1.200354328E1,-3.587208390E-1,-2.464017868E-1,-2.736120224E-1
1.201354328E1,-2.395921350E-1,-7.030963898E-2,-3.054566383E-1
1.202354321E1,-2.401534617E-1,-7.181739807E-2,-3.032979965E-1
1.203354354E1,5.081057549E-1,-3.676414490E-1,-2.344942093E-1
1.204354378E1,3.642584085E-1,-5.432944298E-1,-1.161642075E-1
1.205354381E1,3.424313664E-2,-4.644184113E-1,-7.059764862E-2
1.206354384E1,3.505566716E-2,-4.641056061E-1,-7.101297379E-2
1.207354381E1,-3.080023527E-1,9.892940521E-2,-2.600669861E-2
1.208354384E1,-3.291267753E-1,2.262973785E-1,3.078079224E-2
1.209354388E1,-1.788254082E-1,-2.690410614E-2,7.540130615E-2
1.210354388E1,-1.794883311E-1,-2.645587921E-2,7.470417023E-2
1.211354391E1,-5.645039678E-2,-4.714269638E-1,-8.616352081E-2
1.212354424E1,-1.328848898E-1,-3.228244781E-1,-4.795980453E-2
1.213354424E1,-1.248548031E-1,4.103279114E-2,4.972457886E-3
1.214354428E1,-4.776877165E-2,2.772932053E-1,-1.351447105E-1
1.215354424E1,-1.570302844E-1,4.343814850E-1,-1.136178970E-1
1.216354424E1,7.517294586E-2,4.122257233E-1,-1.512279510E-1
1.217354427E1,3.660097420E-1,-1.111602783E-2,-1.821045876E-1
1.218354427E1,3.582535088E-1,-3.740434647E-1,-1.873989105E-1
1.219354427E1,1.369917244E-1,-6.615419388E-1,-2.805533409E-1
1.220354424E1,-8.580157161E-2,-5.909485817E-1,-3.228321075E-1
1.221354427E1,-1.921876073E-1,-3.037247658E-1,-2.278480530E-1
1.222354431E1,-1.872100830E-1,-3.046946526E-1,-2.261347771E-1
1.223354427E1,1.603543460E-1,-1.132078171E-1,3.506851196E-2
1.224354430E1,1.622641385E-1,-1.133728027E-1,3.542327881E-2
1.225354434E1,1.905793101E-1,-2.632031441E-1,-3.023948669E-1
1.226354434E1,8.623147011E-2,-3.240542412E-1,-4.574351311E-1
1.227354427E1,-7.691273093E-2,-3.903217316E-1,-4.845991135E-1
1.228354424E1,1.382893324E-2,-3.465862274E-1,-4.015460014E-1
1.229354427E1,-7.846185565E-2,-1.202630997E-1,-2.454042435E-1
1.230354427E1,-2.258835137E-1,2.094621658E-1,-2.744374275E-1
1.231354424E1,-1.024344265E-1,2.998952866E-1,-3.227901459E-1
1.232354427E1,1.134002358E-1,2.470779419E-1,-2.351932526E-1
1.233354430E1,3.731147647E-1,2.142906189E-2,3.631448746E-2
1.234354430E1,3.753866553E-1,2.393913269E-2,3.270864487E-2
1.235354424E1,-2.414345741E-3,-1.438446045E-1,3.901128769E-1
1.236354427E1,-2.784743607E-1,3.169069290E-1,2.249670029E-1
1.237354430E1,-1.777137518E-1,8.515815735E-1,1.523280144E-1
1.238354423E1,1.463221312E-1,8.505535126E-1,3.310718536E-1
1.239354420E1,4.898222089E-1,5.015935898E-1,3.646330833E-1
1.240354423E1,4.743811190E-1,3.354597092E-1,3.165411949E-1
1.241354420E1,2.549605966E-1,2.662029266E-1,1.100955009E-1
1.242354420E1,1.037980318E-1,3.300600052E-1,-9.947299957E-2
1.243354416E1,5.762666464E-3,4.706783295E-1,9.375095367E-3
1.244354416E1,-2.466216683E-2,6.219720840E-1,1.968407631E-1
1.245354420E1,-1.077432334E-1,8.566303253E-1,4.076938629E-1
1.246354416E1,-7.429927588E-2,9.008359909E-1,5.140595436E-1
1.247354420E1,1.726826131E-1,6.529750824E-1,6.084723473E-1
1.248354423E1,2.731584609E-1,2.995920181E-1,6.145300865E-1
1.249354423E1,1.382917017E-1,1.345148087E-1,5.332303047E-1
1.250354423E1,1.413727552E-1,1.333827972E-1,5.351219177E-1
1.251354420E1,1.644242406E-1,4.410982132E-1,9.042406082E-2
1.252354420E1,1.628175974E-1,4.350423813E-1,9.942007065E-2
1.253354423E1,1.689901799E-1,5.048961639E-1,1.403412819E-1
1.254354420E1,2.127835453E-1,2.976026535E-1,2.665600777E-1
1.255354420E1,1.504239291E-1,-6.380653381E-2,4.000458717E-1
1.256354423E1,-1.297411323E-2,-2.774438858E-1,3.802194595E-1
1.257354423E1,-2.574396133E-1,-2.022876740E-1,3.008503914E-1
1.258354426E1,-3.177083433E-1,9.374618530E-4,2.557716370E-1
1.259354423E1,-2.671048045E-1,2.265367508E-1,2.477722168E-1
1.260354426E1,-1.592917740E-1,2.633218765E-1,3.230695724E-1
1.261354429E1,9.264183044E-2,-1.522102356E-1,2.448811531E-1
1.262354359E1,9.157750010E-2,-1.532478333E-1,2.463889122E-1
1.263354293E1,7.346364856E-2,-6.940221786E-1,-2.700796127E-1
1.264354229E1,-1.562119424E-1,-6.619381905E-1,-5.184907913E-1
1.265354142E1,-2.104244530E-1,-3.441967964E-1,-5.487065315E-1
1.266354069E1,-2.181792557E-1,-3.496270180E-1,-5.409016609E-1
1.267353999E1,-2.989031076E-1,1.703739166E-1,-3.813028336E-1
1.268354002E1,-3.263323903E-1,2.103986740E-1,-2.117543221E-1
1.269353936E1,-1.067936122E-1,-6.217479706E-2,-1.775574684E-1
1.270353899E1,-1.050095856E-1,-6.334877014E-2,-1.756529808E-1
1.271353832E1,-4.254317284E-2,-6.064829826E-1,-2.189807892E-1
1.272353839E1,-1.821821630E-1,-5.700159073E-1,-2.984561920E-1
1.273353842E1,-2.166540027E-1,-1.650400162E-1,-3.608622551E-1
1.274353842E1,-2.131308317E-1,-1.646966934E-1,-3.611602783E-1
1.275353839E1,-8.487144113E-2,3.862848282E-1,-2.609996796E-1
1.276353842E1,-8.910050988E-2,4.026365280E-1,-1.190853119E-1
1.277353835E1,6.280300021E-2,2.559528351E-1,9.984064102E-2
1.278353832E1,6.352949142E-2,2.560901642E-1,9.966564178E-2
1.279353832E1,-7.969409227E-2,-2.069711685E-1,3.513202667E-1
1.280353835E1,-3.693746328E-1,1.201839447E-1,3.609280586E-1
1.281353839E1,-4.085485637E-1,6.983442307E-1,3.257346153E-1
1.282353835E1,-7.889398932E-2,1.005200386E0,3.060784340E-1
1.283353838E1,2.586670816E-1,7.752494812E-1,4.020037651E-1
1.284353842E1,3.857282698E-1,4.664382935E-1,4.642043114E-1
1.285353838E1,2.017861009E-1,2.721128464E-1,4.554085732E-1
1.286353838E1,2.063658237E-1,2.703552246E-1,4.583988190E-1
1.287353838E1,4.919797182E-2,3.987617493E-1,2.122578621E-1
1.288353838E1,2.329087257E-2,4.040031433E-1,2.883753777E-1
1.289353842E1,-8.627709746E-2,4.910631180E-1,4.162278175E-1
1.290353838E1,-9.169480205E-2,4.873428345E-1,4.216074944E-1
1.291353838E1,4.138539135E-1,6.427459717E-1,3.715853691E-1
1.292353908E1,4.091483653E-1,6.367053986E-1,3.806324005E-1
1.293353972E1,6.210255027E-1,-9.242439270E-2,4.267549515E-2
1.294354035E1,1.672090441E-1,-4.099755287E-1,-7.282614708E-1
1.295354122E1,-1.126340926E-1,-3.364119530E-1,-1.203815937E0
1.296354192E1,-3.585323393E-1,-1.574316025E-1,-1.122766018E0
1.297354262E1,-4.509611130E-1,-4.765415192E-2,-5.230550766E-1
1.298354258E1,-4.429222345E-1,-4.210090637E-2,-5.311560631E-1
1.299354325E1,-1.360145211E-1,-2.206830978E-1,7.157545090E-1
1.300354358E1,-8.649975061E-3,-3.641648293E-1,9.144873619E-1
1.301354428E1,-4.127532244E-2,-3.004283905E-1,9.265937805E-1
1.302354421E1,-6.122508645E-2,-3.003673553E-1,9.250993729E-1
1.303354418E1,1.310051680E-1,-1.629247665E-1,8.177423477E-2
1.304354418E1,1.024706960E-1,-2.565674782E-1,-5.118694305E-1
1.305354418E1,-2.703770697E-1,-2.871608734E-2,-8.626527786E-1
1.306354414E1,-2.054866254E-1,-1.721096039E-2,-8.153915405E-1
1.307354414E1,-4.738986492E-3,-3.693346977E-1,-5.041399002E-1
1.308354421E1,-7.173150778E-3,-3.644700050E-1,-5.118961334E-1
1.309354424E1,-2.842201591E-1,-5.076794624E-1,4.155349731E-2
1.310354421E1,-2.812514305E-1,-4.997181892E-1,2.927732468E-2
1.311354424E1,-9.617269039E-2,5.226716995E-1,1.114306450E-1
1.312354428E1,1.186573207E-1,6.597156525E-1,1.399617195E-1
1.313354421E1,2.700670958E-1,3.426895142E-1,1.384491920E-1
1.314354421E1,2.306031883E-1,1.690483093E-2,1.981439590E-1
1.315354421E1,9.702910483E-2,-2.291712761E-1,1.205682755E-1
1.316354421E1,-7.149103284E-2,-2.004723549E-1,3.237724304E-3
1.317354424E1,-2.403457463E-1,1.123313904E-1,-2.184629440E-2
1.318354421E1,-3.051766753E-1,2.669801712E-1,-1.243114471E-3
1.319354421E1,-1.928144097E-1,3.115148544E-1,2.484321594E-3
1.320354424E1,9.387850761E-3,1.163311005E-1,-2.928256989E-3
1.321354421E1,9.027743340E-2,-1.390523911E-1,3.535175323E-2
1.322354421E1,9.178122878E-2,-1.312303543E-1,2.373266220E-2
1.323354421E1,3.863060474E-2,-2.460384369E-1,1.782703400E-1
1.324354424E1,-7.938417792E-2,-5.297279358E-2,1.835846901E-1
1.325354427E1,-1.447591782E-1,2.668638229E-1,1.160359383E-1
1.326354424E1,-1.378073394E-1,4.677362442E-1,1.733303070E-2
1.327354420E1,-1.390495598E-1,6.147050858E-1,-1.155190468E-1
1.328354420E1,-1.353774071E-1,6.150913239E-1,-1.158876419E-1
1.329354424E1,3.966668248E-2,2.639675140E-1,5.543470383E-2
1.330354424E1,4.063501954E-2,2.656030655E-1,5.305480957E-2
1.331354420E1,4.090440273E-2,-3.979806900E-1,7.018566132E-3
1.332354424E1,4.180613160E-2,-3.962888718E-1,4.567146301E-3
1.333354427E1,-2.251107693E-1,-1.099233627E-1,-2.249627113E-1
1.334354424E1,-2.421072125E-1,1.507415771E-1,-2.328591347E-1
1.335354424E1,-2.083289623E-2,2.408084869E-1,-1.302986145E-1
1.336354430E1,2.330159992E-1,-6.077194214E-2,-1.385879517E-2
1.337354434E1,2.337850183E-1,-6.295228004E-1,6.476974487E-2
1.338354427E1,3.085628152E-2,-9.813232422E-1,-7.303762436E-2
1.339354427E1,-2.730711699E-1,-9.237756729E-1,-3.172783852E-1
1.340354430E1,-4.013188779E-1,-5.498394966E-1,-5.211129189E-1
1.341354423E1,-3.021818399E-1,-9.033870697E-2,-6.176843643E-1
1.342354420E1,5.046695471E-3,-6.375312805E-3,-4.603695869E-1
1.343354420E1,2.355365455E-1,-4.487881660E-1,-2.693295479E-1
1.344354420E1,9.194961190E-2,-7.180123329E-1,-2.294192314E-1
1.345354423E1,-2.313247919E-1,-6.580362320E-1,-3.252282143E-1
1.346354420E1,-2.261479497E-1,-6.587171555E-1,-3.238654137E-1
1.347354420E1,-2.462766171E-1,-4.532842636E-1,-3.995370865E-1
1.348354420E1,-2.817704082E-1,-4.188041687E-1,-3.123340607E-1
1.349354420E1,-2.374376953E-1,-1.724514961E-1,-2.629194260E-1
1.350354420E1,-2.379063368E-1,-1.701540947E-1,-2.663545609E-1
1.351354420E1,1.764768511E-1,-2.613487244E-1,-2.408313751E-1
1.352354420E1,1.775276512E-1,-2.583370209E-1,-2.452001572E-1
1.353354423E1,5.170696974E-2,-5.062971115E-1,-1.137199402E-1
1.354354420E1,5.348241329E-2,-5.036821365E-1,-1.174411774E-1
1.355354416E1,-1.141910553E-1,1.586122513E-1,-4.570641518E-1
1.356354416E1,-1.117218733E-1,1.597585678E-1,-4.585862160E-1
1.357354420E1,2.260279655E-2,4.221534729E-1,-2.569947243E-1
1.358354423E1,2.770495415E-2,4.699096680E-1,-3.747463226E-2
1.359354420E1,1.502796113E-1,2.909011841E-1,1.762714386E-1
1.360354423E1,2.861635089E-1,-4.734325409E-2,2.924561501E-1
1.361354426E1,1.137009859E-1,-3.822636604E-1,1.916832924E-1
1.362354356E1,1.136109531E-1,-3.776612282E-1,1.849546432E-1
1.363354286E1,4.049035907E-2,-3.764457703E-1,7.665395737E-2
1.364354200E1,-6.578975916E-2,-4.786968231E-2,-2.104110718E-1
1.365354186E1,3.000966609E-1,6.351556778E-1,-1.601810455E-1
1.366354093E1,5.099787712E-1,4.299373627E-1,6.002521515E-2
1.367354093E1,3.192394078E-1,1.423740387E-2,2.920155525E-1
1.368354036E1,-4.602578282E-2,-2.660989761E-1,3.333501816E-1
1.369354033E1,-4.367884696E-1,-5.320167542E-2,2.026519775E-1
1.370354029E1,-4.314858913E-1,-5.107498169E-2,1.999397278E-1
1.371353963E1,-1.373577118E-1,5.730733871E-1,3.339948654E-1
1.372353892E1,7.935717702E-2,5.077581406E-1,3.911123276E-1
1.373353896E1,1.686117947E-1,1.892318726E-1,4.737186432E-1
1.374353896E1,4.514670372E-2,-1.212348938E-1,5.049753189E-1
1.375353896E1,-7.496282458E-2,-2.842602730E-1,5.895309448E-1
1.376353896E1,-2.987841070E-1,-6.253051758E-2,5.855879784E-1
1.377353896E1,-3.888833821E-1,3.128757477E-1,5.404691696E-1
1.378353899E1,-3.827877045E-1,3.180780411E-1,5.334730148E-1
1.379353896E1,-1.835842729E-1,5.074310303E-1,6.760087013E-1
1.380353896E1,-2.318861187E-1,7.114152908E-1,6.634864807E-1
1.381353899E1,4.312106967E-2,6.895713806E-1,5.980477333E-1
1.382353896E1,4.345333576E-2,6.839952469E-1,6.060338020E-1
1.383353899E1,2.159727216E-1,-1.372189522E-1,3.456087112E-1
1.384353902E1,-1.521977782E-1,-1.502895355E-2,1.831164360E-1
1.385353902E1,-3.957760036E-1,5.929098129E-1,4.020786285E-2
1.386353906E1,-5.463889241E-2,8.861398697E-1,9.506320953E-2
1.387353902E1,1.803919673E-1,8.470153809E-1,2.902083397E-1
1.388353902E1,3.732255399E-1,4.749898911E-1,4.930448532E-1
1.389353905E1,2.776898146E-1,6.934165955E-3,4.657402039E-1
1.390353902E1,2.748559117E-1,1.245880127E-2,4.575486183E-1
1.391353899E1,-2.641430795E-1,5.484867096E-2,4.980611801E-2
1.392353965E1,-3.107425869E-1,5.150766373E-1,3.307962418E-2
1.393354035E1,-1.121117473E-1,9.739542007E-1,1.964712143E-1
1.394354122E1,1.588948667E-1,1.010235786E0,3.613219261E-1
1.395354135E1,3.829731643E-1,7.411003113E-1,5.111117363E-1
1.396354228E1,4.663450718E-1,3.500051498E-1,4.856429100E-1
1.397354228E1,2.559531927E-1,8.923339844E-2,3.074321747E-1
1.398354285E1,3.539302945E-2,5.328655243E-2,1.235513687E-1
1.399354285E1,-1.579078138E-1,1.797285080E-1,9.269905090E-2
1.400354285E1,-1.846925616E-1,2.988510132E-1,1.788277626E-1
1.401354355E1,-9.881854057E-3,2.937135696E-1,2.923836708E-1
1.402354425E1,-1.070833206E-2,3.042020798E-1,2.773895264E-1
1.403354422E1,2.635295689E-1,-3.504085541E-2,3.442244530E-1
1.404354422E1,3.581194580E-1,-1.295814514E-1,2.271933556E-1
1.405354418E1,3.551032841E-1,-2.152791023E-1,1.168060303E-2
1.406354418E1,3.567530811E-1,-2.148218155E-1,1.113700867E-2
1.407354415E1,5.720439553E-2,-1.568369865E-1,-1.418709755E-1
1.408354418E1,5.732968450E-2,-1.602435112E-1,-1.370515823E-1
1.409354421E1,1.467585564E-2,1.655521393E-1,-1.448717117E-1
1.410354418E1,1.247369647E-1,-7.609605789E-2,-1.048197746E-1
1.411354421E1,3.237298131E-2,-5.179924965E-1,-3.478765488E-2
1.412354425E1,3.511595726E-2,-5.205006599E-1,-3.106737137E-2
1.413354418E1,-4.620549083E-1,-7.565279007E-1,-9.832000732E-2
1.414354414E1,-4.597315192E-1,-7.573928833E-1,-9.694623947E-2
1.415354414E1,-3.302539289E-1,-2.551531792E-1,-1.344709396E-1
1.416354415E1,-1.140388250E-1,-1.238007545E-1,-5.284500122E-2
1.417354418E1,8.120894432E-2,-1.875109673E-1,-1.032428741E-1
1.418354414E1,9.028366208E-2,-1.830277443E-1,-1.090025902E-1
1.419354411E1,1.696576327E-1,-7.618894577E-1,-3.633565903E-1
1.420354411E1,1.696459204E-1,-7.619333267E-1,-3.633017540E-1
1.421354414E1,-9.293845296E-2,-6.243419647E-1,-6.129975319E-1
1.422354418E1,-1.619684696E-1,-3.217000961E-1,-5.957608223E-1
1.423354414E1,-1.501733661E-1,-1.346392632E-1,-5.919790268E-1
1.424354418E1,-6.666368246E-2,-5.818414688E-2,-4.772305489E-1
1.425354421E1,6.207391620E-2,-9.032249451E-3,-3.177113533E-1
1.426354414E1,6.754437089E-2,-1.613712311E-2,-3.072066307E-1
1.427354411E1,2.293873131E-1,-3.009285927E-1,-2.342629433E-1
1.428354411E1,1.456259489E-1,-3.736810684E-1,-3.632531166E-1
1.429354414E1,9.470257163E-2,-3.709321022E-1,-5.026636124E-1
1.430354414E1,9.633430839E-2,-3.757195473E-1,-4.956822395E-1
1.431354411E1,1.343167126E-1,-1.144881248E-1,-6.401915550E-1
1.432354414E1,2.907278240E-1,-5.348587036E-2,-5.276594162E-1
1.433354417E1,4.489972591E-1,-2.303671837E-1,-3.744211197E-1
1.434354414E1,3.586635888E-1,-4.203186035E-1,-2.480149269E-1
1.435354414E1,9.108531475E-2,-4.163856506E-1,-1.988859177E-1
1.436354420E1,9.285756946E-2,-4.111776352E-1,-2.062592506E-1
1.437354424E1,-1.471201777E-1,-1.110095978E-1,-2.091827393E-1
1.438354417E1,-1.387738883E-1,-1.053094864E-1,-2.167773247E-1
1.439354417E1,-1.840791106E-1,2.663116455E-1,-1.448531151E-1
1.440354417E1,-1.002831757E-1,4.479017258E-1,2.873992920E-2
1.441354414E1,3.055879474E-2,4.515857697E-1,1.792311668E-1
1.442354414E1,5.305019021E-2,3.257331848E-1,3.107066154E-1
1.443354414E1,-9.105440974E-2,2.413911819E-1,3.763170242E-1
1.444354417E1,-1.863138974E-1,3.018026352E-1,3.279113770E-1
1.445354420E1,-6.216916442E-2,5.667090416E-1,4.552316666E-1
1.446354417E1,-6.599766016E-2,5.748510361E-1,4.434995651E-1
1.447354417E1,1.923656166E-1,6.340270042E-1,6.630554199E-1
1.448354417E1,3.232795000E-1,4.257736206E-1,8.099312782E-1
1.449354423E1,2.425906509E-1,3.139176369E-1,7.956790924E-1
1.450354427E1,2.470239252E-1,3.234395981E-1,7.827234268E-1
1.451354423E1,-5.897387862E-2,4.410195351E-1,1.888928413E-1
1.452354423E1,-1.383057535E-1,6.690387726E-1,1.345710754E-1
1.453354427E1,-1.258806288E-1,6.749858856E-1,1.272535324E-1
1.454354423E1,-9.336709976E-3,8.350143433E-1,2.861223221E-1
1.455354420E1,2.499129176E-1,3.821406364E-1,6.769914627E-1
1.456354420E1,1.815288365E-1,5.269002914E-2,6.526274681E-1
1.457354423E1,-2.202346921E-2,6.546974182E-3,4.412407875E-1
1.458354426E1,-2.094429731E-2,9.225845337E-3,4.376659393E-1
1.459354423E1,-1.626148820E-1,4.946260452E-1,1.957864761E-1
1.460354426E1,-7.591387630E-2,6.689219475E-1,3.295030594E-1
1.461354430E1,1.825380027E-1,5.801301003E-1,4.532175064E-1
1.462354360E1,1.816284955E-1,5.813312531E-1,4.515118599E-1
1.463354290E1,3.013409972E-1,-4.749541283E-1,3.828692436E-1
1.464354203E1,3.381749988E-2,-5.991754532E-1,1.491408348E-1
1.465354140E1,-1.101042926E-1,-2.390542030E-1,-1.037206650E-1
1.466354066E1,1.922249794E-5,1.318101883E-1,-1.275911331E-1
1.467353976E1,1.459790170E-1,4.040765762E-1,-3.872013092E-2
1.468353909E1,2.640315294E-1,4.153089523E-1,1.385469437E-1
1.469353909E1,3.240319788E-1,8.636045456E-2,2.897157669E-1
1.470353846E1,1.945427060E-1,-3.472304344E-1,1.824407578E-1
1.471353846E1,-7.750046253E-2,-5.234332085E-1,1.467466354E-2
1.472353899E1,-2.148760557E-1,-3.075489998E-1,-1.857614517E-1
1.473353906E1,-9.408560395E-2,-1.235008240E-2,-3.267450333E-1
1.474353902E1,3.111046553E-2,1.857199669E-1,-3.350872993E-1
1.475353899E1,1.692129374E-1,2.998495102E-1,-2.387485504E-1
1.476353902E1,2.572207451E-1,3.400259018E-1,-8.607387543E-2
1.477353899E1,3.435402513E-1,1.647653580E-1,1.136980057E-1
1.478353899E1,3.505867124E-1,1.659111977E-1,1.126427650E-1
1.479353892E1,1.136310399E-1,-2.623214722E-1,2.385725975E-1
1.480353892E1,-8.660763502E-2,-1.822624207E-1,1.904759407E-1
1.481353896E1,-1.918099821E-1,5.016708374E-2,-2.795791626E-2
1.482353892E1,-1.973365843E-1,4.852581024E-2,-2.602720261E-2
1.483353896E1,2.261665463E-2,6.438045502E-1,-9.743881226E-2
1.484353899E1,2.557533979E-1,4.101691246E-1,3.164768219E-2
1.485353899E1,1.959698200E-1,-3.914833069E-2,2.208719254E-1
1.486353902E1,6.292554736E-2,-2.775630951E-1,2.428822517E-1
1.487353899E1,-1.954078972E-1,-2.709312439E-1,1.359348297E-1
1.488353899E1,-3.000826240E-1,-1.664161682E-4,-2.460193634E-2
1.489353902E1,-2.262168825E-1,1.474733353E-1,-1.833357811E-1
1.490353899E1,-2.341305614E-1,1.381206512E-1,-1.705675125E-1
1.491353895E1,-1.137451530E-1,2.889280319E-1,-2.246322632E-1
1.492353962E1,-1.250073314E-1,2.799396515E-1,-2.124853134E-1
1.493354032E1,1.023215055E-1,-3.716778755E-1,-2.741765976E-2
1.494354118E1,-1.223495007E-1,-4.759864807E-1,-2.377605438E-2
1.495354182E1,-3.140266240E-1,-1.940712929E-1,-1.813707352E-1
1.496354252E1,-2.467733920E-1,1.093807220E-1,-3.579287529E-1
1.497354342E1,2.379143238E-2,3.221082687E-1,-3.959865570E-1
1.498354408E1,1.884794533E-1,2.848386765E-1,-2.708740234E-1
1.499354405E1,1.362641007E-1,1.479244232E-2,-2.513494492E-1
1.500354468E1,-9.673449397E-2,-7.230939865E-1,-5.688643456E-1
1.501354468E1,-6.113529801E-1,-6.384663582E-1,-2.153120041E-1
1.502354412E1,-5.354586840E-1,1.025352478E-1,5.640792847E-2
1.503354405E1,-6.872570515E-2,7.236099243E-1,3.827195168E-1
1.504354408E1,1.619234234E-1,9.952411652E-1,7.940421104E-1
1.505354408E1,3.833646178E-1,5.440807343E-1,7.070012093E-1
1.506354405E1,2.770750225E-1,-1.351723671E-1,3.354907036E-1
1.507354405E1,-8.929461241E-3,-7.426452637E-1,3.993082047E-1
1.508354411E1,-1.772669852E-1,-8.696846962E-1,6.072468758E-1
1.509354415E1,-2.153415978E-1,-7.024707794E-1,5.123462677E-1
1.510354411E1,-2.224866152E-1,-7.019157410E-1,5.112199783E-1
1.511354414E1,-1.898124814E-1,-8.012628555E-2,-4.270730019E-1
1.512354418E1,-1.380369961E-1,1.838407516E-1,-6.132216454E-1
1.513354411E1,1.230215430E-1,4.486789703E-1,-4.796276093E-1
1.514354408E1,6.060044765E-1,2.581310272E-1,-1.414628029E-1
1.515354408E1,6.073681712E-1,2.605133057E-1,-1.448559761E-1
1.516354408E1,7.359821200E-1,-2.605514526E-1,3.027057648E-2
1.517354411E1,-8.777481318E-2,-8.366537094E-2,-5.181493759E-1
1.518354411E1,-7.470208406E-2,-8.222150803E-2,-5.196428299E-1
1.519354411E1,-9.492358565E-2,2.269973755E-1,-5.639204979E-1
1.520354414E1,1.640208215E-1,1.529359818E-1,-1.567173004E-1
1.521354414E1,1.703461409E-1,7.584571838E-2,8.990812302E-2
1.522354418E1,1.740451455E-1,8.347892761E-2,7.914638519E-2
1.523354414E1,1.307688951E-1,-2.821273804E-1,2.189307213E-1
1.524354418E1,7.231560349E-2,-3.737893105E-1,1.333746910E-1
1.525354421E1,-6.177926064E-2,-2.542414665E-1,2.663612366E-3
1.526354417E1,-1.814767122E-1,8.856105804E-2,-1.398339272E-1
1.527354414E1,-9.855437279E-2,4.300985336E-1,-1.919903755E-1
1.528354414E1,1.649852097E-1,4.240465164E-1,-7.839441299E-2
1.529354417E1,3.776125014E-1,-4.892873764E-2,5.200576782E-2
1.530354417E1,2.176935524E-1,-5.293326378E-1,-3.986740112E-2
1.531354414E1,-2.391107082E-1,-7.353477478E-1,-3.145899773E-1
1.532354417E1,-5.531186461E-1,-4.492754936E-1,-4.822902679E-1
