"Time (s)","X (hPa)"
8.637269851E2,1.026460114E3
8.647621351E2,1.026460190E3
8.657973021E2,1.026461105E3
8.668324861E2,1.026461105E3
8.678676231E2,1.026461105E3
8.689027771E2,1.026458664E3
8.699379731E2,1.026455460E3
8.709731571E2,1.026448975E3
8.720083301E2,1.026441574E3
8.730435111E2,1.026431351E3
8.740786791E2,1.026427994E3
8.751138361E2,1.026425476E3
8.761490311E2,1.026425476E3
8.771842141E2,1.026415634E3
8.782194671E2,1.026409073E3
8.792546831E2,1.026401443E3
8.802898911E2,1.026380234E3
8.813250461E2,1.026366043E3
8.823602581E2,1.026361465E3
8.833954551E2,1.026357269E3
8.844306431E2,1.026353836E3
8.854658511E2,1.026353760E3
8.865010621E2,1.026353836E3
8.875362681E2,1.026354752E3
8.885714801E2,1.026355133E3
8.896066621E2,1.026355209E3
8.906418401E2,1.026355591E3
8.916770201E2,1.026355591E3
8.927122421E2,1.026355209E3
8.937474401E2,1.026355209E3
8.947826241E2,1.026355209E3
8.958178851E2,1.026353836E3
8.968531221E2,1.026353455E3
